Duration,Protocol_type,Service,Flag,Src_bytes,Dst_bytes,Land,Wrong_fragment,Urgent,Hot,Num_failed_logins,Logged_in,Num_compromised,Root_shell,Su_attempted,Num_root,Num_file_creations,Num_shells,Num_access_files,Num_outbound_cmds,Is_hot_login,Is_guest_login,Count,Srv_count,Serror_rate,Srv_serror_rate,Rerror_rate,Srv_rerror_rate,Same_srv_rate,Diff_srv_rate,Srv_diff_host_rate,Dst_host_count,Dst_host_srv_count,Dst_host_same_srv_rate,Dst_host_diff_srv_rate,Dst_host_same_src_port_rate,Dst_host_srv_diff_host_rate,Dst_host_serror_rate,Dst_host_srv_serror_rate,Dst_host_rerror_rate,Dst_host_srv_rerror_rate,attack_type
0.21096299058450638,1.0,0.6376811594202898,0.9,1.0579987003254102e-07,8.01565020739491e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.003913894324853229,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.00784313725490196,0.01,0.66,0.99,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.1015042677696505e-07,2.2947661450884857e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.021526418786692758,0.021526418786692758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.8478744423491754e-07,6.572833170063827e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.08610567514677103,0.08610567514677103,0.02,0.02,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.1884630650566705e-07,3.801708384078729e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.019569471624266144,0.019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5137254901960784,1.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.5942446169287003e-07,1.0672265704702938e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.050880626223091974,0.0821917808219178,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.10196078431372549,1.0,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.116023569451551e-08,5.2674272791452266e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.23483365949119372,0.23483365949119372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9607843137254902,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.188489233857401e-08,1.0153156929366886e-07,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.14285714285714285,0.14677103718199608,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.47843137254901963,0.8313725490196079,0.88,0.02,0.88,0.01,0.0,0.0,0.08,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.116023569451551e-08,3.2825996087426775e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2896281800391389,0.4461839530332681,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.2898550724637681,0.9,4.645049088414986e-07,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6862745098039216,0.18823529411764706,0.25,0.02,0.25,0.04,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.2464355965813504e-07,2.1329263504248933e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.007827788649706457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.782608695652174,0.9,5.043610242647162e-07,2.5421062086309573e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42745098039215684,0.5215686274509804,0.39,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.6014911833692855e-07,2.1970515520840525e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08235294117647059,0.22745098039215686,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0
0.0,0.0,0.9420289855072463,0.9,1.3116285257458852e-07,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.003913894324853229,0.0,0.0,0.0,0.0,0.67,0.67,0.0,1.0,0.36470588235294116,0.36,0.01,0.46,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.043557905045701e-08,3.206260082957964e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01761252446183953,0.0273972602739726,0.0,0.0,0.0,0.0,1.0,0.0,0.21,0.32941176470588235,0.3254901960784314,0.99,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.2898550724637681,0.9,8.695879728702003e-09,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17254901960784313,0.1843137254901961,0.55,0.07,0.55,0.04,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.5217789525228505e-07,2.1298727693935048e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.019569471624266144,0.05283757338551859,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.18823529411764706,1.0,1.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3261478274277857e-07,4.338375250345265e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.019569471624266144,0.019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6588235294117647,1.0,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3841203589524656e-07,3.039839916747289e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.060665362035225046,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.09411764705882353,1.0,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3189012609872005e-07,2.8932680272406394e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01761252446183953,0.01761252446183953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4823529411764706,1.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.6304774491316255e-07,2.8718929600209195e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.019569471624266144,0.019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0073412883378390975,1.0,0.6376811594202898,0.9,1.0579987003254102e-07,8.01565020739491e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.003913894324853229,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.4588235294117647,0.00784313725490196,0.02,0.54,0.78,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.7899019108244955e-07,1.0809676851115423e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.021526418786692758,0.021526418786692758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.611764705882353,1.0,1.0,0.0,0.01,0.09,0.0,0.0,0.46,0.61,0
0.0,0.5,0.34782608695652173,0.9,2.558037953526506e-07,1.1321151673873003e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.01761252446183953,0.0,0.0,0.0,0.0,1.0,0.0,0.33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.188489233857401e-08,3.358939134527391e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.21330724070450097,0.3698630136986301,0.0,0.0,0.0,0.0,0.99,0.02,0.01,1.0,0.996078431372549,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0
4.661135452596253e-05,0.5,0.782608695652174,0.9,2.221072614039303e-06,2.5268383034740144e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9529411764705882,0.4666666666666667,0.48,0.02,0.0,0.02,0.01,0.02,0.0,0.0,0
0.0,1.0,0.6376811594202898,0.9,7.391497769396702e-08,7.78663163004077e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027450980392156862,0.00392156862745098,0.14,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.8768607081115154e-07,5.725464433853508e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.009784735812133072,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.01568627450980392,1.0,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,0
0.025216742798545726,1.0,0.6376811594202898,0.9,1.0652452667659953e-07,8.01565020739491e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00784313725490196,0.01,0.42,0.86,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,0.0,2.7024192127788557e-07,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06262230919765166,0.06262230919765166,0.03,0.03,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.2391890301407655e-07,2.335989489012231e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25882352941176473,1.0,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.003913894324853229,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.00392156862745098,0.9686274509803922,1.0,0.0,1.0,0.15,0.0,0.0,1.0,0.68,0
0.0,0.5,0.34782608695652173,0.9,2.0145454704826306e-07,5.51705752846124e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.005870841487279843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.2681752959031055e-07,5.809437912216692e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16862745098039217,1.0,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.5869980504881154e-07,9.252350525107268e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.029354207436399216,0.029354207436399216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9490196078431372,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.7754087779433253e-07,6.996517538168986e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.005870841487279843,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0392156862745098,1.0,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3768737925118805e-07,1.7122955633511223e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0410958904109589,0.0410958904109589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08235294117647059,1.0,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09019607843137255,0.9764705882352941,1.0,0.0,0.04,0.1,0.0,0.0,1.0,0.96,0
0.0,0.5,0.34782608695652173,0.9,1.8188881765868354e-07,2.2978197261198744e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.005870841487279843,0.0136986301369863,0.0,0.0,0.0,0.0,1.0,0.0,0.29,1.0,0.9882352941176471,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.782608695652174,0.9,1.5138077294382068e-06,2.5573741137879e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.596078431372549,0.6,0.03,0.0,0.0,0.01,0.02,0.0,0.01,0
0.0,0.5,0.34782608695652173,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.023529411764705882,1.0,1.0,0.0,0.17,0.21,0.0,0.0,1.0,0.88,0
0.0,0.5,0.34782608695652173,0.9,1.7174362464186454e-07,3.9009497675988566e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.011764705882352941,1.0,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3478875267495405e-07,3.290233561321149e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.009784735812133072,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4196078431372549,1.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0
0.0,1.0,0.7101449275362319,0.9,7.608894762614252e-08,1.1069231238783447e-07,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.007827788649706457,0.0019569471624266144,0.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.9372549019607843,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,1.5797514840475304e-07,7.435469811431089e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.011741682974559686,0.011741682974559686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023529411764705882,1.0,1.0,0.0,0.17,0.02,0.0,0.01,0.0,0.0,0
0.0,0.5,0.34782608695652173,0.9,2.3551340931901257e-07,2.022234038037059e-06,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4196078431372549,1.0,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0
0.005593362543115503,0.5,0.34782608695652173,0.9,2.3768737925118805e-07,2.0993369590796194e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01761252446183953,0.019569471624266144,0.0,0.0,0.0,0.1,1.0,0.0,0.2,1.0,0.9803921568627451,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.5,0.2608695652173913,0.9,6.521909796526501e-09,1.0534854558290453e-07,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7647058823529411,0.0392156862745098,0.03,0.03,0.01,0.2,0.01,0.0,0.01,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.3334205626691006e-08,3.511618186096818e-08,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.18786692759295498,0.34833659491193736,0.0,0.0,0.0,0.0,1.0,0.0,0.02,1.0,0.996078431372549,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0
2.3305677262981263e-05,0.5,0.782608695652174,0.9,7.819045189391217e-07,2.549740161209429e-07,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.023255813953488372,0.0,0.0,0,0,0,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5411764705882353,0.6549019607843137,0.57,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0
0.0,1.0,0.17391304347826086,0.9,3.2609548982632507e-08,1.0611194084075167e-07,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.15459882583170254,0.3111545988258317,0.0,0.0,0.0,0.0,1.0,0.0,0.01,1.0,0.996078431372549,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
